ID,username,mail,street,language,PLZ
312,Denezy_admin,mail_denezy@waadt.ch,Via Trevano 7,FR,1410
313,Correvon_admin,mail_correvon@waadt.ch,Tellstrasse 53,DE,1410
314,Thierrens_admin,mail_thierrens@waadt.ch,Rue de la Croix-Rouge 34,DE,1410
315,Valeyres-sous-Ursins_admin,mail_valeyres-sous-ursins@waadt.ch,Zürcherstrasse 92,FR,1412
316,Ursins_admin,mail_ursins@waadt.ch,Poststrasse 80,FR,1412
317,Orzens_admin,mail_orzens@waadt.ch,Hirschengraben 69,IT,1413
318,Molondin_admin,mail_molondin@waadt.ch,Rue de l'hôpital 17,FR,1415
319,Démoret_admin,mail_démoret@waadt.ch,Tellstrasse 69,IT,1415
320,Pailly_admin,mail_pailly@waadt.ch,Industriestrasse 92,IT,1416
321,Epautheyres_admin,mail_epautheyres@waadt.ch,Usterstrasse 89,FR,1417
322,Essertines-sur-Yverdon_admin,mail_essertines-sur-yverdon@waadt.ch,Rue du Château 16,FR,1417
323,Vuarrens_admin,mail_vuarrens@waadt.ch,Tellstrasse 27,DE,1418
324,Fiez_admin,mail_fiez@waadt.ch,Poststrasse 36,FR,1420
325,Fontaines-sur-Grandson_admin,mail_fontaines-sur-grandson@waadt.ch,Rue de l'hôpital 76,DE,1421
326,Grandevent_admin,mail_grandevent@waadt.ch,Werdstrasse 91,IT,1421
327,Grandson_admin,mail_grandson@waadt.ch,Bärenplatz 60,FR,1422
328,Fontanezier_admin,mail_fontanezier@waadt.ch,Dufourstrasse 4,DE,1423
329,Romairon_admin,mail_romairon@waadt.ch,Winkelriedstrasse 92,DE,1423
330,Vaugondry_admin,mail_vaugondry@waadt.ch,Werdstrasse 6,DE,1423
331,Villars-Burquin_admin,mail_villars-burquin@waadt.ch,Dufourstrasse 26,IT,1423
332,Champagne_admin,mail_champagne@waadt.ch,Marktplatz 73,FR,1424
333,Onnens_VD_admin,mail_onnens_vd@waadt.ch,Marktgasse 38,DE,1425
334,Corcelles-près-Concise_admin,mail_corcelles-près-concise@waadt.ch,Tellstrasse 55,DE,1426
335,Concise_admin,mail_concise@waadt.ch,Tellstrasse 14,FR,1426
336,Bonvillars_admin,mail_bonvillars@waadt.ch,Place de l'hôtel 62,IT,1427
337,Mutrux_admin,mail_mutrux@waadt.ch,Morgartenstrasse 38,FR,1428
338,Provence_admin,mail_provence@waadt.ch,Winkelriedstrasse 94,DE,1428
339,Giez_admin,mail_giez@waadt.ch,Werdstrasse 47,DE,1429
340,Orges_admin,mail_orges@waadt.ch,Werdstrasse 92,DE,1430
341,Vugelles-La_Mothe_admin,mail_vugelles-la_mothe@waadt.ch,Bärenplatz 47,IT,1431
342,Novalles_admin,mail_novalles@waadt.ch,Zürcherstrasse 41,FR,1431
343,Belmont-sur-Yverdon_admin,mail_belmont-sur-yverdon@waadt.ch,Usterstrasse 82,DE,1432
344,Gressy_admin,mail_gressy@waadt.ch,Bärenplatz 7,DE,1432
345,Suchy_admin,mail_suchy@waadt.ch,Hirschengraben 38,FR,1433
346,Ependes_VD_admin,mail_ependes_vd@waadt.ch,Piazza Riforma 10,FR,1434
347,Essert-Pittet_admin,mail_essert-pittet@waadt.ch,Marktgasse 50,IT,1435
348,Treycovagnes_admin,mail_treycovagnes@waadt.ch,Rue de la Croix-Rouge 61,IT,1436
349,Chamblon_admin,mail_chamblon@waadt.ch,Werdstrasse 51,FR,1436
350,Suscévaz_admin,mail_suscévaz@waadt.ch,Usterstrasse 40,IT,1437
351,Mathod_admin,mail_mathod@waadt.ch,Bahnhofstrasse 91,FR,1438
352,Rances_admin,mail_rances@waadt.ch,Marktgasse 5,IT,1439
353,Valeyres-sous-Montagny_admin,mail_valeyres-sous-montagny@waadt.ch,Rue de l'hôpital 84,FR,1441
354,Montagny-près-Yverdon_admin,mail_montagny-près-yverdon@waadt.ch,Morgartenstrasse 82,IT,1442
355,Champvent_admin,mail_champvent@waadt.ch,Via Trevano 23,IT,1443
356,Essert-sous-Champvent_admin,mail_essert-sous-champvent@waadt.ch,Poststrasse 55,FR,1443
357,Villars-sous-Champvent_admin,mail_villars-sous-champvent@waadt.ch,Werdstrasse 33,IT,1443
358,Vuiteboeuf_admin,mail_vuiteboeuf@waadt.ch,Poststrasse 29,FR,1445
359,Baulmes_admin,mail_baulmes@waadt.ch,Zürcherstrasse 98,IT,1446
360,La_Sagne (Ste-Croix)_admin,mail_la_sagne (ste-croix)@waadt.ch,Morgartenstrasse 1,IT,1450
361,Le_Château-de-Ste-Croix_admin,mail_le_château-de-ste-croix@waadt.ch,Via Trevano 71,IT,1450
362,Ste-Croix_admin,mail_ste-croix@waadt.ch,Marktgasse 67,DE,1450
363,Les_Rasses_admin,mail_les_rasses@waadt.ch,Marktgasse 2,FR,1452
364,Mauborget_admin,mail_mauborget@waadt.ch,Dufourstrasse 66,DE,1453
365,Bullet_admin,mail_bullet@waadt.ch,Poststrasse 78,IT,1453
366,La_Vraconnaz_admin,mail_la_vraconnaz@waadt.ch,Rue de la Croix-Rouge 6,FR,1454
367,L'Auberson_admin,mail_l'auberson@waadt.ch,Rue de l'hôpital 79,FR,1454
368,Yvonand_admin,mail_yvonand@waadt.ch,Hirschengraben 20,IT,1462
369,Rovray_admin,mail_rovray@waadt.ch,Marktplatz 78,IT,1463
370,Chêne-Pâquier_admin,mail_chêne-pâquier@waadt.ch,Dufourstrasse 98,IT,1464
371,Chavannes-le-Chêne_admin,mail_chavannes-le-chêne@waadt.ch,Rue du Château 33,DE,1464
372,Cheyres_admin,mail_cheyres@freiburg.ch,Rue de la Croix-Rouge 53,FR,1468
373,Bollion_admin,mail_bollion@freiburg.ch,Bahnhofstrasse 8,FR,1470
374,Lully_FR_admin,mail_lully_fr@freiburg.ch,Dufourstrasse 88,FR,1470
375,Seiry_admin,mail_seiry@freiburg.ch,Werdstrasse 20,IT,1470
376,Estavayer-le-Lac_admin,mail_estavayer-le-lac@freiburg.ch,Marktgasse 17,IT,1470
377,Font_admin,mail_font@freiburg.ch,Industriestrasse 76,IT,1473
378,Châtillon_FR_admin,mail_châtillon_fr@freiburg.ch,Industriestrasse 10,DE,1473
379,Châbles_FR_admin,mail_châbles_fr@freiburg.ch,Rue de la Croix-Rouge 24,FR,1474
380,Autavaux_admin,mail_autavaux@freiburg.ch,Tellstrasse 43,IT,1475
381,Forel_FR_admin,mail_forel_fr@freiburg.ch,Dufourstrasse 44,DE,1475
382,Montbrelloz_admin,mail_montbrelloz@freiburg.ch,Rue de l'hôpital 78,FR,1475
383,Cugy_FR_admin,mail_cugy_fr@freiburg.ch,Dufourstrasse 72,IT,1482
384,Frasses_admin,mail_frasses@freiburg.ch,Rue de l'hôpital 24,DE,1483
385,Vesin_admin,mail_vesin@freiburg.ch,Industriestrasse 31,DE,1483
386,Montet_(Broye)_admin,mail_montet_(broye)@freiburg.ch,Bahnhofstrasse 64,DE,1483
387,Aumont_admin,mail_aumont@freiburg.ch,Usterstrasse 47,DE,1484
388,Granges-de-Vesin_admin,mail_granges-de-vesin@freiburg.ch,Usterstrasse 96,DE,1484
389,Nuvilly_admin,mail_nuvilly@freiburg.ch,Hirschengraben 16,IT,1485
390,Vuissens_admin,mail_vuissens@freiburg.ch,Bahnhofstrasse 54,FR,1486
391,Murist_admin,mail_murist@freiburg.ch,Place de l'hôtel 4,IT,1489
392,Vucherens_admin,mail_vucherens@waadt.ch,Poststrasse 22,DE,1509
393,Syens_admin,mail_syens@waadt.ch,Rue de la Croix-Rouge 30,FR,1510
394,Moudon_admin,mail_moudon@waadt.ch,Industriestrasse 60,FR,1510
395,Chavannes-sur-Moudon_admin,mail_chavannes-sur-moudon@waadt.ch,Poststrasse 90,IT,1512
396,Hermenches_admin,mail_hermenches@waadt.ch,Rue de la Croix-Rouge 52,IT,1513
397,Rossenges_admin,mail_rossenges@waadt.ch,Zürcherstrasse 88,FR,1513
398,Bussy-sur-Moudon_admin,mail_bussy-sur-moudon@waadt.ch,Usterstrasse 57,DE,1514
399,Neyruz-sur-Moudon_admin,mail_neyruz-sur-moudon@waadt.ch,Poststrasse 97,FR,1515
400,Villars-le-Comte_admin,mail_villars-le-comte@waadt.ch,Zürcherstrasse 76,DE,1515
401,Curtilles_admin,mail_curtilles@waadt.ch,Morgartenstrasse 59,DE,1521
402,Oulens-sur-Lucens_admin,mail_oulens-sur-lucens@waadt.ch,Rue de l'hôpital 89,IT,1522
403,Lucens_admin,mail_lucens@waadt.ch,Morgartenstrasse 21,FR,1522
404,Granges-près-Marnand_admin,mail_granges-près-marnand@waadt.ch,Zürcherstrasse 80,FR,1523
405,Marnand_admin,mail_marnand@waadt.ch,Werdstrasse 82,DE,1524
406,Seigneux_admin,mail_seigneux@waadt.ch,Bahnhofstrasse 10,FR,1525
407,Henniez_admin,mail_henniez@waadt.ch,Tellstrasse 14,DE,1525
408,Forel-sur-Lucens_admin,mail_forel-sur-lucens@waadt.ch,Industriestrasse 4,IT,1526
409,Cremin_admin,mail_cremin@waadt.ch,Hirschengraben 99,FR,1526
410,Villeneuve_FR_admin,mail_villeneuve_fr@freiburg.ch,Bärenplatz 51,IT,1527
411,Praratoud_admin,mail_praratoud@freiburg.ch,Place de l'hôtel 27,IT,1528
412,Surpierre_admin,mail_surpierre@freiburg.ch,Usterstrasse 34,DE,1528
413,Cheiry_admin,mail_cheiry@freiburg.ch,Industriestrasse 24,FR,1529
414,Payerne_admin,mail_payerne@waadt.ch,Marktplatz 66,FR,1530
415,Fétigny_admin,mail_fétigny@freiburg.ch,Werdstrasse 33,FR,1532
416,Ménières_admin,mail_ménières@freiburg.ch,Zürcherstrasse 100,FR,1533
417,Chapelle_(Broye)_admin,mail_chapelle_(broye)@freiburg.ch,Poststrasse 4,DE,1534
418,Sassel_admin,mail_sassel@waadt.ch,Tellstrasse 28,FR,1534
419,Combremont-le-Grand_admin,mail_combremont-le-grand@waadt.ch,Bärenplatz 24,IT,1535
420,Combremont-le-Petit_admin,mail_combremont-le-petit@waadt.ch,Rue du Château 49,DE,1536
421,Champtauroz_admin,mail_champtauroz@waadt.ch,Zürcherstrasse 77,DE,1537
422,Treytorrens_(Payerne)_admin,mail_treytorrens_(payerne)@waadt.ch,Marktgasse 54,DE,1538
423,Morens_FR_admin,mail_morens_fr@freiburg.ch,Place de l'hôtel 21,DE,1541
424,Sévaz_admin,mail_sévaz@freiburg.ch,Bahnhofstrasse 58,DE,1541
425,Bussy_FR_admin,mail_bussy_fr@freiburg.ch,Piazza Riforma 93,DE,1541
426,Rueyres-les-Prés_admin,mail_rueyres-les-prés@freiburg.ch,Usterstrasse 85,DE,1542
427,Grandcour_admin,mail_grandcour@waadt.ch,Rue de l'hôpital 92,DE,1543
428,Gletterens_admin,mail_gletterens@freiburg.ch,Usterstrasse 1,DE,1544
429,Chevroux_admin,mail_chevroux@waadt.ch,Werdstrasse 23,IT,1545
430,Vers-chez-Perrin_admin,mail_vers-chez-perrin@waadt.ch,Morgartenstrasse 48,IT,1551
431,Trey_admin,mail_trey@waadt.ch,Marktplatz 50,IT,1552
432,Châtonnaye_admin,mail_châtonnaye@freiburg.ch,Rue de l'hôpital 77,DE,1553
433,Sédeilles_admin,mail_sédeilles@waadt.ch,Rue du Château 7,FR,1554
434,Rossens_VD_admin,mail_rossens_vd@waadt.ch,Zürcherstrasse 6,DE,1554
435,Villarzel_admin,mail_villarzel@waadt.ch,Bärenplatz 55,DE,1555
436,Corcelles-près-Payerne_admin,mail_corcelles-près-payerne@waadt.ch,Dufourstrasse 3,FR,1562
437,Dompierre_FR_admin,mail_dompierre_fr@freiburg.ch,Marktgasse 13,IT,1563
438,Domdidier_admin,mail_domdidier@freiburg.ch,Marktplatz 62,DE,1564
439,Vallon_admin,mail_vallon@freiburg.ch,Hirschengraben 92,FR,1565
440,Missy_admin,mail_missy@waadt.ch,Rue de l'hôpital 73,IT,1565
441,Les_Friques_admin,mail_les_friques@freiburg.ch,Usterstrasse 69,IT,1566
442,St-Aubin_FR_admin,mail_st-aubin_fr@freiburg.ch,Bahnhofstrasse 50,FR,1566
443,Delley_admin,mail_delley@freiburg.ch,Usterstrasse 71,DE,1567
444,Portalban_admin,mail_portalban@freiburg.ch,Rue de la Croix-Rouge 63,FR,1568
445,Oleyres_admin,mail_oleyres@waadt.ch,Bärenplatz 70,IT,1580
446,Avenches_admin,mail_avenches@waadt.ch,Place de l'hôtel 96,FR,1580
447,Donatyre_admin,mail_donatyre@waadt.ch,Place de l'hôtel 72,DE,1582
448,Villarepos_admin,mail_villarepos@freiburg.ch,Rue de l'hôpital 20,IT,1583
449,Villars-le-Grand_admin,mail_villars-le-grand@waadt.ch,Bahnhofstrasse 35,DE,1584
450,Bellerive_VD_admin,mail_bellerive_vd@waadt.ch,Bahnhofstrasse 18,FR,1585
451,Cotterd_admin,mail_cotterd@waadt.ch,Winkelriedstrasse 43,FR,1585
452,Salavaux_admin,mail_salavaux@waadt.ch,Piazza Riforma 6,DE,1585
453,Vallamand_admin,mail_vallamand@waadt.ch,Place de l'hôtel 45,FR,1586
454,Montmagny_admin,mail_montmagny@waadt.ch,Marktgasse 84,DE,1587
455,Constantine_admin,mail_constantine@waadt.ch,Zürcherstrasse 71,IT,1587
456,Cudrefin_admin,mail_cudrefin@waadt.ch,Rue du Château 20,FR,1588
457,Chabrey_admin,mail_chabrey@waadt.ch,Place de l'hôtel 15,DE,1589
458,Clavaleyres_admin,mail_clavaleyres@bern.ch,Via Trevano 87,DE,1595
459,Faoug_admin,mail_faoug@waadt.ch,Zürcherstrasse 83,DE,1595
460,Les_Tavernes_admin,mail_les_tavernes@waadt.ch,Werdstrasse 8,IT,1607
461,Les_Thioleyres_admin,mail_les_thioleyres@waadt.ch,Winkelriedstrasse 40,FR,1607
462,Palézieux-Village_admin,mail_palézieux-village@waadt.ch,Poststrasse 14,FR,1607
463,Palézieux_admin,mail_palézieux@waadt.ch,Bahnhofstrasse 17,FR,1607
464,Chapelle_(Glâne)_admin,mail_chapelle_(glâne)@freiburg.ch,Tellstrasse 26,IT,1608
465,Bussigny-sur-Oron_admin,mail_bussigny-sur-oron@waadt.ch,Rue de l'hôpital 92,IT,1608
466,Chesalles-sur-Oron_admin,mail_chesalles-sur-oron@waadt.ch,Werdstrasse 8,IT,1608
467,Oron-le-Châtel_admin,mail_oron-le-châtel@waadt.ch,Rue de la Croix-Rouge 95,FR,1608
468,Besencens_admin,mail_besencens@freiburg.ch,Poststrasse 55,DE,1609
469,Fiaugères_admin,mail_fiaugères@freiburg.ch,Tellstrasse 92,FR,1609
470,Le_Jordil_admin,mail_le_jordil@freiburg.ch,Morgartenstrasse 44,IT,1609
471,St-Martin_FR_admin,mail_st-martin_fr@freiburg.ch,Bahnhofstrasse 93,IT,1609
472,Châtillens_admin,mail_châtillens@waadt.ch,Usterstrasse 20,FR,1610
473,Vuibroye_admin,mail_vuibroye@waadt.ch,Bärenplatz 83,DE,1610
474,Oron-la-Ville_admin,mail_oron-la-ville@waadt.ch,Marktgasse 24,IT,1610
475,Le_Crêt-près-Semsales_admin,mail_le_crêt-près-semsales@freiburg.ch,Place de l'hôtel 13,FR,1611
476,Ecoteaux_admin,mail_ecoteaux@waadt.ch,Rue de la Croix-Rouge 74,IT,1612
477,Maracon_admin,mail_maracon@waadt.ch,Piazza Riforma 33,IT,1613
478,Granges_(Veveyse)_admin,mail_granges_(veveyse)@freiburg.ch,Piazza Riforma 60,DE,1614
479,Bossonnens_admin,mail_bossonnens@freiburg.ch,Via Trevano 7,IT,1615
480,Attalens_admin,mail_attalens@freiburg.ch,Rue du Château 31,DE,1616
481,Tatroz_admin,mail_tatroz@freiburg.ch,Winkelriedstrasse 69,FR,1617
482,Remaufens_admin,mail_remaufens@freiburg.ch,Via Trevano 77,IT,1617
483,Châtel-St-Denis_admin,mail_châtel-st-denis@freiburg.ch,Rue de la Croix-Rouge 94,FR,1618
484,Les_Paccots_admin,mail_les_paccots@freiburg.ch,Morgartenstrasse 1,DE,1619
485,Semsales_admin,mail_semsales@freiburg.ch,Hirschengraben 6,IT,1623
486,La_Verrerie_admin,mail_la_verrerie@freiburg.ch,Winkelriedstrasse 6,FR,1624
487,Grattavache_admin,mail_grattavache@freiburg.ch,Werdstrasse 35,DE,1624
488,Progens_admin,mail_progens@freiburg.ch,Rue de l'hôpital 1,FR,1624
489,Maules_admin,mail_maules@freiburg.ch,Rue de la Croix-Rouge 44,DE,1625
490,Sâles_(Gruyère)_admin,mail_sâles_(gruyère)@freiburg.ch,Dufourstrasse 19,DE,1625
491,Romanens_admin,mail_romanens@freiburg.ch,Via Trevano 99,DE,1626
492,Treyfayes_admin,mail_treyfayes@freiburg.ch,Marktplatz 37,FR,1626
493,Rueyres-Treyfayes_admin,mail_rueyres-treyfayes@freiburg.ch,Rue du Château 82,DE,1626
494,Vaulruz_admin,mail_vaulruz@freiburg.ch,Werdstrasse 70,FR,1627
495,Vuadens_admin,mail_vuadens@freiburg.ch,Morgartenstrasse 46,DE,1628
496,Bulle_admin,mail_bulle@freiburg.ch,Piazza Riforma 10,FR,1630
497,Riaz_admin,mail_riaz@freiburg.ch,Rue de l'hôpital 46,DE,1632
498,Vuippens_admin,mail_vuippens@freiburg.ch,Rue de la Croix-Rouge 78,IT,1633
499,Marsens_admin,mail_marsens@freiburg.ch,Poststrasse 21,DE,1633
500,La_Roche FR_admin,mail_la_roche fr@freiburg.ch,Rue de l'hôpital 90,DE,1634
501,La_Tour-de-Trême_admin,mail_la_tour-de-trême@freiburg.ch,Zürcherstrasse 100,IT,1635
502,Broc_admin,mail_broc@freiburg.ch,Zürcherstrasse 50,DE,1636
503,Charmey_(Gruyère)_admin,mail_charmey_(gruyère)@freiburg.ch,Usterstrasse 64,DE,1637
504,Morlon_admin,mail_morlon@freiburg.ch,Piazza Riforma 80,DE,1638
505,Sorens_admin,mail_sorens@freiburg.ch,Tellstrasse 26,FR,1642
506,Gumefens_admin,mail_gumefens@freiburg.ch,Werdstrasse 57,FR,1643
507,Avry-devant-Pont_admin,mail_avry-devant-pont@freiburg.ch,Bahnhofstrasse 89,FR,1644
508,Le_Bry_admin,mail_le_bry@freiburg.ch,Morgartenstrasse 40,DE,1645
509,Echarlens_admin,mail_echarlens@freiburg.ch,Via Trevano 59,IT,1646
510,Corbières_admin,mail_corbières@freiburg.ch,Poststrasse 33,FR,1647
511,Hauteville_admin,mail_hauteville@freiburg.ch,Werdstrasse 17,DE,1648
512,Pont-la-Ville_admin,mail_pont-la-ville@freiburg.ch,Marktplatz 21,IT,1649
513,Villarvolard_admin,mail_villarvolard@freiburg.ch,Place de l'hôtel 90,FR,1651
514,Botterens_admin,mail_botterens@freiburg.ch,Industriestrasse 74,DE,1652
515,Villarbeney_admin,mail_villarbeney@freiburg.ch,Marktplatz 97,DE,1652
516,Châtel-sur-Montsalvens_admin,mail_châtel-sur-montsalvens@freiburg.ch,Via Trevano 79,DE,1653
517,Crésuz_admin,mail_crésuz@freiburg.ch,Via Trevano 88,DE,1653
518,Cerniat_FR_admin,mail_cerniat_fr@freiburg.ch,Zürcherstrasse 49,IT,1654
519,Im_Fang_admin,mail_im_fang@freiburg.ch,Bahnhofstrasse 39,FR,1656
520,Jaun_admin,mail_jaun@freiburg.ch,Morgartenstrasse 90,DE,1656
521,Abländschen_admin,mail_abländschen@bern.ch,Winkelriedstrasse 63,DE,1657
522,La_Tine_admin,mail_la_tine@waadt.ch,Winkelriedstrasse 38,FR,1658
523,Rossinière_admin,mail_rossinière@waadt.ch,Place de l'hôtel 78,IT,1658
524,Flendruz_admin,mail_flendruz@waadt.ch,Morgartenstrasse 30,FR,1659
525,Rougemont_admin,mail_rougemont@waadt.ch,Via Trevano 28,FR,1659
526,Les_Moulins_admin,mail_les_moulins@waadt.ch,Rue de l'hôpital 9,IT,1660
527,L'Etivaz_admin,mail_l'etivaz@waadt.ch,Morgartenstrasse 48,IT,1660
528,Château-d'Oex_admin,mail_château-d'oex@waadt.ch,Rue de la Croix-Rouge 46,IT,1660
529,La_Lécherette_admin,mail_la_lécherette@waadt.ch,Rue du Château 21,IT,1660
530,Le_Pâquier-Montbarry_admin,mail_le_pâquier-montbarry@freiburg.ch,Winkelriedstrasse 36,IT,1661
531,Moléson-sur-Gruyères_admin,mail_moléson-sur-gruyères@freiburg.ch,Piazza Riforma 73,IT,1663
532,Pringy_admin,mail_pringy@freiburg.ch,Piazza Riforma 42,DE,1663
533,Gruyères_admin,mail_gruyères@freiburg.ch,Rue de l'hôpital 13,IT,1663
534,Epagny_admin,mail_epagny@freiburg.ch,Winkelriedstrasse 11,IT,1663
535,Estavannens_admin,mail_estavannens@freiburg.ch,Bahnhofstrasse 4,IT,1665
536,Villars-sous-Mont_admin,mail_villars-sous-mont@freiburg.ch,Poststrasse 73,DE,1666
537,Grandvillard_admin,mail_grandvillard@freiburg.ch,Usterstrasse 51,IT,1666
538,Enney_admin,mail_enney@freiburg.ch,Poststrasse 32,IT,1667
539,Neirivue_admin,mail_neirivue@freiburg.ch,Via Trevano 61,FR,1669
540,Les_Sciernes-d'Albeuve_admin,mail_les_sciernes-d'albeuve@freiburg.ch,Usterstrasse 12,FR,1669
541,Montbovon_admin,mail_montbovon@freiburg.ch,Hirschengraben 77,IT,1669
542,Lessoc_admin,mail_lessoc@freiburg.ch,Tellstrasse 32,FR,1669
543,Albeuve_admin,mail_albeuve@freiburg.ch,Industriestrasse 90,FR,1669
544,Bionnens_admin,mail_bionnens@freiburg.ch,Werdstrasse 7,DE,1670
545,Esmonts_admin,mail_esmonts@freiburg.ch,Werdstrasse 28,FR,1670
546,Ursy_admin,mail_ursy@freiburg.ch,Poststrasse 48,DE,1670
547,Auboranges_admin,mail_auboranges@freiburg.ch,Rue de la Croix-Rouge 23,IT,1673
548,Ecublens_FR_admin,mail_ecublens_fr@freiburg.ch,Rue de la Croix-Rouge 10,FR,1673
549,Rue_admin,mail_rue@freiburg.ch,Werdstrasse 87,DE,1673
550,Gillarens_admin,mail_gillarens@freiburg.ch,Place de l'hôtel 15,FR,1673
551,Promasens_admin,mail_promasens@freiburg.ch,Tellstrasse 96,FR,1673
552,Vuarmarens_admin,mail_vuarmarens@freiburg.ch,Rue de l'hôpital 58,IT,1674
553,Montet_(Glâne)_admin,mail_montet_(glâne)@freiburg.ch,Marktplatz 79,DE,1674
554,Morlens_admin,mail_morlens@freiburg.ch,Marktgasse 16,FR,1674
555,Vauderens_admin,mail_vauderens@freiburg.ch,Rue de la Croix-Rouge 69,IT,1675
556,Blessens_admin,mail_blessens@freiburg.ch,Zürcherstrasse 45,IT,1675
557,Mossel_admin,mail_mossel@freiburg.ch,Piazza Riforma 29,FR,1675
558,Chavannes-les-Forts_admin,mail_chavannes-les-forts@freiburg.ch,Bärenplatz 48,FR,1676
559,Prez-vers-Siviriez_admin,mail_prez-vers-siviriez@freiburg.ch,Marktgasse 74,DE,1677
560,Siviriez_admin,mail_siviriez@freiburg.ch,Marktgasse 80,DE,1678
561,Villaraboud_admin,mail_villaraboud@freiburg.ch,Via Trevano 28,FR,1679
562,Berlens_admin,mail_berlens@freiburg.ch,Tellstrasse 36,IT,1680
563,Romont_FR_admin,mail_romont_fr@freiburg.ch,Morgartenstrasse 46,IT,1680
564,Billens_admin,mail_billens@freiburg.ch,Bärenplatz 27,FR,1681
565,Hennens_admin,mail_hennens@freiburg.ch,Rue de la Croix-Rouge 65,DE,1681
566,Villars-Bramard_admin,mail_villars-bramard@waadt.ch,Via Trevano 55,FR,1682
567,Dompierre_VD_admin,mail_dompierre_vd@waadt.ch,Werdstrasse 81,FR,1682
568,Lovatens_admin,mail_lovatens@waadt.ch,Tellstrasse 22,DE,1682
569,Cerniaz_VD_admin,mail_cerniaz_vd@waadt.ch,Rue du Château 30,IT,1682
570,Prévonloup_admin,mail_prévonloup@waadt.ch,Tellstrasse 37,DE,1682
571,Brenles_admin,mail_brenles@waadt.ch,Marktgasse 22,FR,1683
572,Chesalles-sur-Moudon_admin,mail_chesalles-sur-moudon@waadt.ch,Via Trevano 59,DE,1683
573,Sarzens_admin,mail_sarzens@waadt.ch,Werdstrasse 88,FR,1683
574,Mézières_FR_admin,mail_mézières_fr@freiburg.ch,Rue de l'hôpital 59,DE,1684
575,Villariaz_admin,mail_villariaz@freiburg.ch,Zürcherstrasse 83,IT,1685
576,Grangettes-près-Romont_admin,mail_grangettes-près-romont@freiburg.ch,Bahnhofstrasse 100,DE,1686
577,La_Neirigue_admin,mail_la_neirigue@freiburg.ch,Rue du Château 65,DE,1686
578,Estévenens_admin,mail_estévenens@freiburg.ch,Marktplatz 35,DE,1687
579,La_Magne_admin,mail_la_magne@freiburg.ch,Marktgasse 89,IT,1687
580,Vuisternens-devant-Romont_admin,mail_vuisternens-devant-romont@freiburg.ch,Winkelriedstrasse 15,IT,1687
581,Sommentier_admin,mail_sommentier@freiburg.ch,Industriestrasse 73,DE,1688
582,Lieffrens_admin,mail_lieffrens@freiburg.ch,Poststrasse 56,DE,1688
583,Le_Châtelard-près-Romont_admin,mail_le_châtelard-près-romont@freiburg.ch,Rue de l'hôpital 15,FR,1689
584,Lussy_FR_admin,mail_lussy_fr@freiburg.ch,Werdstrasse 93,DE,1690
585,Villaz-St-Pierre_admin,mail_villaz-st-pierre@freiburg.ch,Bärenplatz 86,DE,1690
586,Villarimboud_admin,mail_villarimboud@freiburg.ch,Place de l'hôtel 6,FR,1691
587,Massonnens_admin,mail_massonnens@freiburg.ch,Rue de l'hôpital 11,DE,1692
588,Orsonnens_admin,mail_orsonnens@freiburg.ch,Via Trevano 70,IT,1694
589,Chavannes-sous-Orsonnens_admin,mail_chavannes-sous-orsonnens@freiburg.ch,Hirschengraben 86,IT,1694
590,Villargiroud_admin,mail_villargiroud@freiburg.ch,Rue de l'hôpital 71,DE,1694
591,Villarsiviriaux_admin,mail_villarsiviriaux@freiburg.ch,Winkelriedstrasse 69,IT,1694
592,Villarlod_admin,mail_villarlod@freiburg.ch,Rue de l'hôpital 66,FR,1695
593,Estavayer-le-Gibloux_admin,mail_estavayer-le-gibloux@freiburg.ch,Via Trevano 81,DE,1695
594,Rueyres-St-Laurent_admin,mail_rueyres-st-laurent@freiburg.ch,Bärenplatz 38,IT,1695
595,Villarsel-le-Gibloux_admin,mail_villarsel-le-gibloux@freiburg.ch,Morgartenstrasse 70,DE,1695
596,Vuisternens-en-Ogoz_admin,mail_vuisternens-en-ogoz@freiburg.ch,Rue de la Croix-Rouge 36,IT,1696
597,La_Joux FR_admin,mail_la_joux fr@freiburg.ch,Rue de la Croix-Rouge 16,FR,1697
598,Les_Ecasseys_admin,mail_les_ecasseys@freiburg.ch,Marktplatz 67,FR,1697
599,Bouloz_admin,mail_bouloz@freiburg.ch,Poststrasse 85,DE,1699
600,Pont_(Veveyse)_admin,mail_pont_(veveyse)@freiburg.ch,Poststrasse 21,IT,1699
601,Porsel_admin,mail_porsel@freiburg.ch,Rue du Château 96,DE,1699
602,Fribourg_admin,mail_fribourg@freiburg.ch,Hirschengraben 26,DE,1700
603,Tafers_admin,mail_tafers@freiburg.ch,Marktgasse 37,IT,1712
604,St._Antoni_admin,mail_st._antoni@freiburg.ch,Marktgasse 76,IT,1713
605,Heitenried_admin,mail_heitenried@freiburg.ch,Winkelriedstrasse 30,IT,1714
606,Alterswil_FR_admin,mail_alterswil_fr@freiburg.ch,Tellstrasse 83,FR,1715
607,Oberschrot_admin,mail_oberschrot@freiburg.ch,Dufourstrasse 43,FR,1716
608,Schwarzsee_admin,mail_schwarzsee@freiburg.ch,Industriestrasse 49,FR,1716
609,Plaffeien_admin,mail_plaffeien@freiburg.ch,Rue de la Croix-Rouge 43,DE,1716
610,St._Ursen_admin,mail_st._ursen@freiburg.ch,Poststrasse 6,FR,1717
